VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,charge_freq
1FADP5FU9H,Wa,2017,Ford,C-max,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,6
1FADP5FUXH,Wa,2017,Ford,C-max,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,5
1FAHP3R41C,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,2
1FAHP3R42C,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,3
1FAHP3R43C,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,2
1FAHP3R46C,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,1
1FAHP3R47C,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,3
1FAHP3R48C,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,1
1FAHP3R49C,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,1
1FAHP3R4XC,Wa,2012,Ford,Focus,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,76,0,2
1FMCU0EZ0M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0EZ0N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,5
1FMCU0EZ1N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,6
1FMCU0EZ2N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,9
1FMCU0EZ3M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0EZ3N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,5
1FMCU0EZ4M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0EZ4N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,6
1FMCU0EZ5N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,8
1FMCU0EZ6M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0EZ6N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0EZ7N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,6
1FMCU0EZ8M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0EZ8N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,5
1FMCU0EZ9M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0EZ9N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,5
1FMCU0EZXM,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0EZXN,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0KZ0M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0KZ0N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0KZ1M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0KZ1N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,6
1FMCU0KZ2M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0KZ2N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,4
1FMCU0KZ3M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,4
1FMCU0KZ3N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,7
1FMCU0KZ4N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,8
1FMCU0KZ5M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0KZ5N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,4
1FMCU0KZ6M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0KZ6N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,4
1FMCU0KZ7M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0KZ7N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0KZ8M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0KZ8N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,5
1FMCU0KZ9M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0KZ9N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,9
1FMCU0KZXN,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0LZ0M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0LZ0N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,5
1FMCU0LZ1M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0LZ1N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,4
1FMCU0LZ2M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0LZ2N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,9
1FMCU0LZ3M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0LZ3N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,9
1FMCU0LZ4M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0LZ4N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,10
1FMCU0LZ5M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,1
1FMCU0LZ5N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,4
1FMCU0LZ6M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0LZ6N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0LZ7M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,3
1FMCU0LZ7N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,4
1FMCU0LZ8M,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,7
1FMCU0LZ8N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,6
1FMCU0LZ9N,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,6
1FMCU0LZXM,Wa,2021,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,2
1FMCU0LZXN,Wa,2022,Ford,Escape,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,38,0,7
1FT6W1EV0N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FT6W1EV1N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1FT6W1EV2N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
1FT6W1EV3N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,10
1FT6W1EV4N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
1FT6W1EV4P,Wa,2023,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FT6W1EV5N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FT6W1EV6N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1FT6W1EV7N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,12
1FT6W1EV8N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,11
1FT6W1EV9N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,9
1FT6W1EVXN,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
1FTBW1XK0N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1XK1N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW1XK2N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW1XK3N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1XK4N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW1XK5N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTBW1XK6N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FTBW1XK7N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTBW1XK8N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1FTBW1XK9N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTBW1XKXN,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTBW1YK0N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW1YK0P,Wa,2023,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1YK1N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1YK1P,Wa,2023,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1YK2N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1YK3N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1FTBW1YK6N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1YK7N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1YK8N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW1YK9N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW3XK1N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW3XK2N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW3XK3N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW3XK5N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW3XK6N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW3XK8N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW3XK9N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTBW3XKXN,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTBW9CK0N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FTBW9CK1N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTBW9CK2N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FTBW9CK3N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
1FTBW9CK4N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1FTBW9CK5N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTBW9CK7N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,7
1FTBW9CK8N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1FTBW9CK9N,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTBW9CKXN,Wa,2022,Ford,Transit,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,7
1FTVW1EL0N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FTVW1EL1N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
1FTVW1EL2N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
1FTVW1EL3N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
1FTVW1EL4N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,7
1FTVW1EL4P,Wa,2023,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTVW1EL5N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FTVW1EL6N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
1FTVW1EL7N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,7
1FTVW1EL8N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTVW1EL9N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTVW1ELXN,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,13
1FTVW1EV1N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTVW1EV2N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTVW1EV3N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTVW1EV4N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTVW1EV5N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1FTVW1EV6N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1FTVW1EV7N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1FTVW1EV9N,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTVW1EVXN,Wa,2022,Ford,F-150,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1FTZR0810Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR0812X,Wa,1999,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,74,0,2
1FTZR0813Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR0814Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR0816Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,2
1FTZR0817Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR0819X,Wa,1999,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,74,0,1
1FTZR0819Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR081XY,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR0870Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR0879Y,Wa,2000,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1FTZR1078W,Wa,1998,Ford,Ranger,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,58,0,1
1G1FW6S00H,Wa,2017,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,47
1G1FW6S00J,Wa,2018,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,20
1G1FW6S00K,Wa,2019,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,4
1G1FW6S00L,Wa,2020,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,259,0,3
1G1FW6S00M,Wa,2021,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1G1FW6S00N,Wa,2022,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,12
1G1FW6S00P,Wa,2023,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
1G1FW6S01H,Wa,2017,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,39
1G1FW6S01J,Wa,2018,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,11
1G1FW6S01L,Wa,2020,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,259,0,4
1G1FW6S01N,Wa,2022,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,16
1G1FW6S01P,Wa,2023,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
1G1FW6S02H,Wa,2017,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,40
1G1FW6S02J,Wa,2018,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,12
1G1FW6S02K,Wa,2019,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,2
1G1FW6S02L,Wa,2020,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,259,0,1
1G1FW6S02N,Wa,2022,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,15
1G1FW6S02P,Wa,2023,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1G1FW6S03H,Wa,2017,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,52
1G1FW6S03J,Wa,2018,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,24
1G1FW6S03K,Wa,2019,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,2
1G1FW6S03L,Wa,2020,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,259,0,6
1G1FW6S03N,Wa,2022,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,10
1G1FW6S03P,Wa,2023,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
1G1FW6S04H,Wa,2017,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,49
1G1FW6S04J,Wa,2018,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,20
1G1FW6S04K,Wa,2019,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,238,0,1
1G1FW6S04L,Wa,2020,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,259,0,4
1G1FW6S04M,Wa,2021,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
1G1FW6S04N,Wa,2022,Chevrolet,Bolt ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,13
